pid,day,date,session,titleID,sessionStart,duration,sessionEnd,genre,platform
143,38,2024-06-07,2,The Legend of Zelda Links Awakening,2024-06-07T06:32:43Z,17.2,2024-06-07T06:49:43Z,Sport,Nintendo
143,44,2024-06-13,1,The Legend of Zelda Breath of the Wild,2024-06-13T12:54:26Z,33.1,2024-06-13T13:27:26Z,"Platform, Role-playing (RPG)",Nintendo
143,44,2024-06-13,2,The Legend of Zelda Tears of the Kingdom,2024-06-13T03:20:44Z,217,2024-06-13T06:57:44Z,Fighting,Nintendo
143,48,2024-06-17,1,Animal Crossing New Horizons,2024-06-17T13:38:29Z,81,2024-06-17T14:59:29Z,Platform,Nintendo
143,52,2024-06-21,1,Mario Kart 8 Deluxe,2024-06-21T23:07:07Z,180.6,2024-06-22T02:07:07Z,Racing,Nintendo
143,52,2024-06-21,2,Splatoon 3,2024-06-21T14:11:37Z,14.5,2024-06-21T14:25:37Z,"Shooter, Role-playing (RPG)",Nintendo
143,52,2024-06-21,3,RingFit Adventure,2024-06-21T14:20:18Z,67.6,2024-06-21T15:27:18Z,MOBA,Nintendo
143,53,2024-06-22,1,Pokemon Scarlet / Violet,2024-06-22T22:13:03Z,29.2,2024-06-22T22:42:03Z,Hack and slash/Beat 'em up,Nintendo
143,61,2024-06-30,1,Super Mario Bros Wonder,2024-06-30T07:17:16Z,29.3,2024-06-30T07:46:16Z,"Simulator, Music",Nintendo
143,61,2024-06-30,2,Animal Crossing New Horizons,2024-06-30T03:24:20Z,29.5,2024-06-30T03:53:20Z,"Sport, Card & Board Game",Nintendo
143,63,2024-07-02,1,Animal Crossing New Horizons,2024-07-02T11:40:12Z,30.5,2024-07-02T12:10:12Z,Card & Board Game,Nintendo
143,63,2024-07-02,2,Kirbys Dream Buffet,2024-07-02T11:18:08Z,183.8,2024-07-02T14:21:08Z,"Strategy, Sport",Nintendo
143,63,2024-07-02,3,Splatoon 2,2024-07-02T04:36:41Z,43.5,2024-07-02T05:19:41Z,Platform,Nintendo
143,74,2024-07-13,1,The Legend of Zelda Breath of the Wild,2024-07-13T07:47:54Z,14.6,2024-07-13T08:01:54Z,Strategy,Nintendo
143,79,2024-07-18,1,Pokemon Scarlet / Violet,2024-07-18T06:14:53Z,14.2,2024-07-18T06:28:53Z,Shooter,Nintendo
143,79,2024-07-18,2,The Legend of Zelda Tears of the Kingdom,2024-07-18T12:17:35Z,63.9,2024-07-18T13:20:35Z,"Adventure, MOBA, Fighting",Nintendo
143,79,2024-07-18,3,Kirbys Return to Dream Land Deluxe,2024-07-18T09:59:49Z,78.6,2024-07-18T11:17:49Z,"MOBA, Turn-based strategy (TBS)",Nintendo
143,83,2024-07-22,1,Metroid Prime Remastered,2024-07-22T17:31:06Z,109.8,2024-07-22T19:20:06Z,"Racing, Platform",Nintendo
143,83,2024-07-22,2,Nintendo 64 Nintendo Switch Online,2024-07-22T02:09:32Z,25.3,2024-07-22T02:34:32Z,Card & Board Game,Nintendo
143,84,2024-07-23,1,The Legend of Zelda Skyward Sword HD,2024-07-23T01:43:41Z,39.7,2024-07-23T02:22:41Z,Tactical,Nintendo
1430,7,2024-05-07,1,Splatoon 3,2024-05-07T02:36:16Z,111.4,2024-05-07T04:27:16Z,"Racing, Role-playing (RPG), Music",Nintendo
1430,7,2024-05-07,2,Super Mario Odyssey,2024-05-07T21:42:20Z,14.1,2024-05-07T21:56:20Z,Sport,Nintendo
1430,26,2024-05-26,1,Mario Kart 8 Deluxe,2024-05-26T15:11:50Z,15.6,2024-05-26T15:26:50Z,"Simulator, Role-playing (RPG)",Nintendo
1430,30,2024-05-30,1,Pikmin 4,2024-05-30T05:27:21Z,69.4,2024-05-30T06:36:21Z,Shooter,Nintendo
1430,36,2024-06-05,1,The Legend of Zelda Tears of the Kingdom,2024-06-05T13:39:35Z,284,2024-06-05T18:23:35Z,Tactical,Nintendo
1430,36,2024-06-05,2,The Legend of Zelda Breath of the Wild,2024-06-05T16:40:20Z,94.8,2024-06-05T18:14:20Z,"Shooter, Sport",Nintendo
1430,43,2024-06-12,1,Mario Kart 8 Deluxe,2024-06-12T12:21:34Z,20.6,2024-06-12T12:41:34Z,Fighting,Nintendo
1430,51,2024-06-20,1,Mario Kart 8 Deluxe,2024-06-20T01:43:42Z,77.5,2024-06-20T03:00:42Z,Adventure,Nintendo
1430,54,2024-06-23,1,Animal Crossing New Horizons,2024-06-23T16:01:16Z,107.9,2024-06-23T17:48:16Z,Tactical,Nintendo
1430,54,2024-06-23,2,Animal Crossing New Horizons,2024-06-23T00:28:41Z,21.8,2024-06-23T00:49:41Z,"Card & Board Game, Simulator, Tactical",Nintendo
1430,55,2024-06-24,1,The Legend of Zelda Tears of the Kingdom,2024-06-24T09:31:58Z,26.1,2024-06-24T09:57:58Z,Shooter,Nintendo
1430,61,2024-06-30,1,Super Mario 3D All Stars,2024-06-30T07:31:50Z,91.5,2024-06-30T09:02:50Z,Adventure,Nintendo
1430,61,2024-06-30,2,Game Boy Advance Nintendo Switch Online,2024-06-30T14:05:35Z,96.2,2024-06-30T15:41:35Z,"Racing, Role-playing (RPG)",Nintendo
1430,63,2024-07-02,1,Splatoon 3,2024-07-02T19:10:59Z,38.8,2024-07-02T19:48:59Z,Shooter,Nintendo
1430,67,2024-07-06,1,Xenoblade Chronicles 3,2024-07-06T23:05:42Z,133.6,2024-07-07T01:18:42Z,"Shooter, Turn-based strategy (TBS)",Nintendo
1430,67,2024-07-06,2,Princess Peach Showtime (Demo),2024-07-06T00:40:05Z,3.5,2024-07-06T00:43:05Z,Shooter,Nintendo
1430,69,2024-07-08,1,The Legend of Zelda Breath of the Wild,2024-07-08T06:22:41Z,22.3,2024-07-08T06:44:41Z,Visual Novel,Nintendo
1430,77,2024-07-16,1,Pokemon Scarlet / Violet,2024-07-16T15:28:44Z,39.4,2024-07-16T16:07:44Z,Strategy,Nintendo
1436,37,2024-06-06,1,Mario Kart 8 Deluxe,2024-06-06T21:46:26Z,126.7,2024-06-06T23:52:26Z,"Real Time Strategy (RTS), Turn-based strategy (TBS)",Nintendo
1436,74,2024-07-13,1,Super Smash Bros Ultimate,2024-07-13T07:36:04Z,15.6,2024-07-13T07:51:04Z,Adventure,Nintendo
1436,74,2024-07-13,2,Pokemon Legends Arceus,2024-07-13T06:55:34Z,17.7,2024-07-13T07:12:34Z,Racing,Nintendo
1437,4,2024-05-04,1,Pokemon Sword / Shield,2024-05-04T07:42:13Z,83.9,2024-05-04T09:05:13Z,"Turn-based strategy (TBS), Hack and slash/Beat 'em up",Nintendo
1437,9,2024-05-09,1,Pokemon Scarlet / Violet,2024-05-09T17:09:31Z,107.5,2024-05-09T18:56:31Z,Shooter,Nintendo
1437,13,2024-05-13,1,Animal Crossing New Horizons,2024-05-13T18:30:20Z,80.5,2024-05-13T19:50:20Z,"Music, MOBA, Hack and slash/Beat 'em up",Nintendo
1437,21,2024-05-21,1,Splatoon 3,2024-05-21T17:41:26Z,17.1,2024-05-21T17:58:26Z,"Tactical, Real Time Strategy (RTS), Turn-based strategy (TBS)",Nintendo
1437,41,2024-06-10,1,Animal Crossing New Horizons,2024-06-10T10:05:04Z,264,2024-06-10T14:29:04Z,"Puzzle, Turn-based strategy (TBS)",Nintendo
1437,43,2024-06-12,1,Mario Kart 8 Deluxe,2024-06-12T15:04:35Z,240.7,2024-06-12T19:04:35Z,"Shooter, Fighting",Nintendo
1437,47,2024-06-16,1,Game Boy Advance Nintendo Switch Online,2024-06-16T14:03:35Z,178.1,2024-06-16T17:01:35Z,Platform,Nintendo
1437,51,2024-06-20,1,LIVE A LIVE,2024-06-20T19:31:40Z,23.7,2024-06-20T19:54:40Z,Sport,Nintendo
1437,55,2024-06-24,1,Pokemon Scarlet / Violet,2024-06-24T12:09:14Z,3.1,2024-06-24T12:12:14Z,Sport,Nintendo
1437,66,2024-07-05,1,Super Smash Bros Ultimate,2024-07-05T19:26:00Z,39,2024-07-05T20:05:00Z,Puzzle,Nintendo
1437,71,2024-07-10,1,Animal Crossing New Horizons,2024-07-10T17:01:47Z,74.3,2024-07-10T18:15:47Z,"Turn-based strategy (TBS), Sport, Music",Nintendo
1441,2,2024-05-02,1,Super Nintendo Entertainment System Nintendo Switch Online,2024-05-02T09:13:19Z,86,2024-05-02T10:39:19Z,"Puzzle, Platform",Nintendo
1441,2,2024-05-02,2,Fire Emblem Engage,2024-05-02T15:23:30Z,31.5,2024-05-02T15:54:30Z,Platform,Nintendo
1441,6,2024-05-06,1,Super Smash Bros Ultimate,2024-05-06T02:56:54Z,232,2024-05-06T06:48:54Z,Real Time Strategy (RTS),Nintendo
1441,6,2024-05-06,2,Mario Kart 8 Deluxe,2024-05-06T14:26:01Z,43.1,2024-05-06T15:09:01Z,Arcade,Nintendo
1441,6,2024-05-06,3,Animal Crossing New Horizons,2024-05-06T01:49:06Z,12.1,2024-05-06T02:01:06Z,Tactical,Nintendo
1441,7,2024-05-07,1,Fire Emblem Warriors Three Hopes,2024-05-07T00:25:05Z,15.9,2024-05-07T00:40:05Z,"Turn-based strategy (TBS), Adventure",Nintendo
1441,14,2024-05-14,1,Super Smash Bros Ultimate,2024-05-14T17:47:36Z,74.2,2024-05-14T19:01:36Z,Tactical,Nintendo
1441,14,2024-05-14,2,Splatoon 3,2024-05-14T19:21:07Z,12.5,2024-05-14T19:33:07Z,Shooter,Nintendo
1441,14,2024-05-14,3,Animal Crossing New Horizons,2024-05-14T07:10:13Z,110.1,2024-05-14T09:00:13Z,Sport,Nintendo
1441,17,2024-05-17,1,Animal Crossing New Horizons,2024-05-17T15:03:52Z,8.5,2024-05-17T15:11:52Z,"Sport, Real Time Strategy (RTS)",Nintendo
1441,23,2024-05-23,1,Super Smash Bros Ultimate,2024-05-23T04:01:20Z,15,2024-05-23T04:16:20Z,"Adventure, Platform, Visual Novel",Nintendo
1441,31,2024-05-31,1,The Legend of Zelda Tears of the Kingdom,2024-05-31T12:07:59Z,12.6,2024-05-31T12:19:59Z,Shooter,Nintendo
1441,38,2024-06-07,1,Splatoon 3,2024-06-07T10:01:07Z,45.5,2024-06-07T10:46:07Z,Adventure,Nintendo
1441,38,2024-06-07,2,Cadence of Hyrule Crypt of the NecroDancer Featuring The Legend of Zelda,2024-06-07T10:12:36Z,9.4,2024-06-07T10:21:36Z,Real Time Strategy (RTS),Nintendo
1441,40,2024-06-09,1,Mario Kart 8 Deluxe,2024-06-09T06:19:32Z,41.2,2024-06-09T07:00:32Z,Simulator,Nintendo
1441,58,2024-06-27,1,Pokemon Scarlet / Violet,2024-06-27T10:40:33Z,13.8,2024-06-27T10:53:33Z,"Strategy, Turn-based strategy (TBS), Shooter",Nintendo
1441,63,2024-07-02,1,Super Mario Bros Wonder,2024-07-02T09:05:32Z,101.2,2024-07-02T10:46:32Z,"Music, Sport",Nintendo
1441,78,2024-07-17,1,The Legend of Zelda Tears of the Kingdom,2024-07-17T22:18:47Z,150.4,2024-07-18T00:48:47Z,Visual Novel,Nintendo
1441,78,2024-07-17,2,Animal Crossing New Horizons,2024-07-17T09:25:33Z,44.3,2024-07-17T10:09:33Z,Simulator,Nintendo
1441,78,2024-07-17,3,Super Smash Bros Ultimate,2024-07-17T00:28:24Z,20,2024-07-17T00:48:24Z,Puzzle,Nintendo
1441,79,2024-07-18,1,The Legend of Zelda Tears of the Kingdom,2024-07-18T02:09:27Z,9.8,2024-07-18T02:18:27Z,Card & Board Game,Nintendo
1441,79,2024-07-18,2,Animal Crossing New Horizons,2024-07-18T19:31:10Z,36.1,2024-07-18T20:07:10Z,"Arcade, Puzzle",Nintendo
1441,79,2024-07-18,3,The Legend of Zelda Tears of the Kingdom,2024-07-18T01:29:50Z,48.6,2024-07-18T02:17:50Z,"Card & Board Game, Visual Novel",Nintendo
1441,81,2024-07-20,1,Kirbys Return to Dream Land Deluxe,2024-07-20T09:41:13Z,347.9,2024-07-20T15:28:13Z,"Music, Turn-based strategy (TBS)",Nintendo
1441,81,2024-07-20,2,Super Nintendo Entertainment System Nintendo Switch Online,2024-07-20T12:28:19Z,55,2024-07-20T13:23:19Z,Puzzle,Nintendo
1441,83,2024-07-22,1,Mario Kart 8 Deluxe,2024-07-22T15:58:00Z,112.4,2024-07-22T17:50:00Z,"Shooter, MOBA",Nintendo
1443,4,2024-05-04,1,The Legend of Zelda Tears of the Kingdom,2024-05-04T05:27:46Z,57.5,2024-05-04T06:24:46Z,MOBA,Nintendo
1443,4,2024-05-04,2,Nintendo Switch Sports,2024-05-04T20:07:33Z,26.1,2024-05-04T20:33:33Z,Music,Nintendo
1443,8,2024-05-08,1,Super Mario 3D All Stars,2024-05-08T08:39:15Z,40.3,2024-05-08T09:19:15Z,"Real Time Strategy (RTS), Role-playing (RPG)",Nintendo
1443,16,2024-05-16,1,Metroid Dread,2024-05-16T21:59:48Z,10.4,2024-05-16T22:09:48Z,"Arcade, Strategy",Nintendo
1443,17,2024-05-17,1,Pokemon Sword / Shield,2024-05-17T12:37:21Z,3.8,2024-05-17T12:40:21Z,Adventure,Nintendo
1443,19,2024-05-19,1,Fire Emblem Three Houses,2024-05-19T07:07:12Z,31.5,2024-05-19T07:38:12Z,Simulator,Nintendo
1443,19,2024-05-19,2,Bayonetta Origins Cereza and the Lost Demon (Demo),2024-05-19T04:26:27Z,35.5,2024-05-19T05:01:27Z,Real Time Strategy (RTS),Nintendo
1443,19,2024-05-19,3,Splatoon 3,2024-05-19T19:50:30Z,45.2,2024-05-19T20:35:30Z,"Shooter, Strategy",Nintendo
1443,20,2024-05-20,1,Pokemon Brilliant Diamond / Shining Pearl,2024-05-20T09:32:39Z,49.8,2024-05-20T10:21:39Z,Strategy,Nintendo
1443,21,2024-05-21,1,Splatoon 3,2024-05-21T17:53:20Z,124.5,2024-05-21T19:57:20Z,MOBA,Nintendo
1443,23,2024-05-23,1,Pokemon Legends Arceus,2024-05-23T11:33:40Z,10.9,2024-05-23T11:43:40Z,"Racing, Fighting, Platform",Nintendo
1443,23,2024-05-23,2,The Legend of Zelda Tears of the Kingdom,2024-05-23T21:58:37Z,97.9,2024-05-23T23:35:37Z,"Platform, Puzzle, Real Time Strategy (RTS)",Nintendo
1443,23,2024-05-23,3,Pikmin 3 Deluxe,2024-05-23T13:14:16Z,27.1,2024-05-23T13:41:16Z,Fighting,Nintendo
1443,25,2024-05-25,1,Nintendo 64 Nintendo Switch Online,2024-05-25T00:38:21Z,41.9,2024-05-25T01:19:21Z,"Music, MOBA",Nintendo
1443,26,2024-05-26,1,Splatoon 3,2024-05-26T13:32:27Z,99.6,2024-05-26T15:11:27Z,"Fighting, Hack and slash/Beat 'em up",Nintendo
1443,28,2024-05-28,1,The Legend of Zelda Breath of the Wild,2024-05-28T01:39:09Z,14,2024-05-28T01:53:09Z,"Shooter, Racing",Nintendo
1443,28,2024-05-28,2,Pokemon Scarlet / Violet,2024-05-28T00:26:16Z,345.5,2024-05-28T06:11:16Z,Strategy,Nintendo
1443,33,2024-06-02,1,Splatoon 3,2024-06-02T11:06:31Z,51.8,2024-06-02T11:57:31Z,"Simulator, Arcade",Nintendo
1443,33,2024-06-02,2,Fire Emblem Engage,2024-06-02T10:43:24Z,112.8,2024-06-02T12:35:24Z,"Puzzle, Platform",Nintendo
1443,33,2024-06-02,3,Pokemon Scarlet / Violet,2024-06-02T21:35:40Z,58.7,2024-06-02T22:33:40Z,"Simulator, Adventure",Nintendo
1443,35,2024-06-04,1,Super Smash Bros Ultimate,2024-06-04T21:11:44Z,132.3,2024-06-04T23:23:44Z,Adventure,Nintendo
1443,37,2024-06-06,1,Pokemon Scarlet / Violet,2024-06-06T03:02:44Z,106,2024-06-06T04:48:44Z,Strategy,Nintendo
1443,46,2024-06-15,1,RingFit Adventure,2024-06-15T18:00:35Z,40.5,2024-06-15T18:40:35Z,"Arcade, Hack and slash/Beat 'em up, Music",Nintendo
1443,46,2024-06-15,2,Pokemon Scarlet / Violet,2024-06-15T16:35:24Z,9.2,2024-06-15T16:44:24Z,Sport,Nintendo
1443,47,2024-06-16,1,Splatoon 3,2024-06-16T13:52:23Z,71.8,2024-06-16T15:03:23Z,"Shooter, Puzzle",Nintendo
1443,49,2024-06-18,1,The Legend of Zelda Tears of the Kingdom,2024-06-18T21:37:29Z,25.8,2024-06-18T22:02:29Z,Turn-based strategy (TBS),Nintendo
1443,55,2024-06-24,1,Donkey Kong Country Tropical Freeze,2024-06-24T22:42:15Z,77.4,2024-06-24T23:59:15Z,"Racing, Shooter, MOBA",Nintendo
1443,56,2024-06-25,1,Pokemon Scarlet / Violet,2024-06-25T13:58:26Z,95.5,2024-06-25T15:33:26Z,"MOBA, Sport",Nintendo
1443,57,2024-06-26,1,Kirby and the Forgotten Land,2024-06-26T09:38:31Z,26,2024-06-26T10:04:31Z,"Turn-based strategy (TBS), Simulator",Nintendo
1443,59,2024-06-28,1,Super Smash Bros Ultimate,2024-06-28T07:08:49Z,125.4,2024-06-28T09:13:49Z,"Hack and slash/Beat 'em up, Fighting",Nintendo
1443,60,2024-06-29,1,Animal Crossing New Horizons,2024-06-29T17:38:52Z,29,2024-06-29T18:07:52Z,"Arcade, Simulator, Visual Novel",Nintendo
1443,60,2024-06-29,2,Pokemon Scarlet / Violet,2024-06-29T14:08:39Z,100.8,2024-06-29T15:48:39Z,"Real Time Strategy (RTS), Tactical, Strategy",Nintendo
1443,64,2024-07-03,1,Pikmin 4,2024-07-03T13:22:35Z,62.5,2024-07-03T14:24:35Z,"Strategy, Racing",Nintendo
1443,65,2024-07-04,1,The Legend of Zelda Tears of the Kingdom,2024-07-04T14:30:20Z,40.3,2024-07-04T15:10:20Z,"Adventure, Strategy",Nintendo
1443,66,2024-07-05,1,The Legend of Zelda Breath of the Wild,2024-07-05T15:33:24Z,43.6,2024-07-05T16:16:24Z,Shooter,Nintendo
1443,66,2024-07-05,2,The Legend of Zelda Breath of the Wild,2024-07-05T13:12:23Z,16.7,2024-07-05T13:28:23Z,Tactical,Nintendo
1443,66,2024-07-05,3,Splatoon 3,2024-07-05T06:02:51Z,41.4,2024-07-05T06:43:51Z,"Strategy, Simulator, Music",Nintendo
1443,68,2024-07-07,1,Xenoblade Chronicles 3,2024-07-07T22:20:03Z,74.9,2024-07-07T23:34:03Z,"Racing, Platform, Sport",Nintendo
1443,69,2024-07-08,1,The Legend of Zelda Tears of the Kingdom,2024-07-08T03:39:59Z,48.6,2024-07-08T04:27:59Z,"Role-playing (RPG), Puzzle, Turn-based strategy (TBS)",Nintendo
1443,74,2024-07-13,1,Pokemon Scarlet / Violet,2024-07-13T20:41:34Z,72.6,2024-07-13T21:53:34Z,"Racing, Simulator",Nintendo
1443,75,2024-07-14,1,The Legend of Zelda Breath of the Wild,2024-07-14T04:46:05Z,5.2,2024-07-14T04:51:05Z,Shooter,Nintendo
1444,20,2024-05-20,1,Pokemon Scarlet / Violet,2024-05-20T10:15:35Z,66.9,2024-05-20T11:21:35Z,"Puzzle, Turn-based strategy (TBS)",Nintendo
1444,20,2024-05-20,2,Pokemon Scarlet / Violet,2024-05-20T06:35:41Z,25.5,2024-05-20T07:00:41Z,Hack and slash/Beat 'em up,Nintendo
1444,21,2024-05-21,1,Pokemon Scarlet / Violet,2024-05-21T21:33:47Z,19,2024-05-21T21:52:47Z,Puzzle,Nintendo
1444,21,2024-05-21,2,Mario Kart 8 Deluxe,2024-05-21T20:58:03Z,124.8,2024-05-21T23:02:03Z,"Turn-based strategy (TBS), Platform",Nintendo
1444,24,2024-05-24,1,The Legend of Zelda Tears of the Kingdom,2024-05-24T16:02:06Z,13.5,2024-05-24T16:15:06Z,"Adventure, Simulator, Hack and slash/Beat 'em up",Nintendo
1444,47,2024-06-16,1,The Legend of Zelda Breath of the Wild,2024-06-16T22:53:27Z,16.8,2024-06-16T23:09:27Z,"Sport, Role-playing (RPG)",Nintendo
1444,52,2024-06-21,1,Super Mario Odyssey,2024-06-21T15:16:53Z,16.6,2024-06-21T15:32:53Z,"Puzzle, Strategy, Card & Board Game",Nintendo
1444,53,2024-06-22,1,Fire Emblem Three Houses,2024-06-22T13:18:15Z,25.2,2024-06-22T13:43:15Z,"Tactical, Arcade",Nintendo
1444,53,2024-06-22,2,Fire Emblem Three Houses,2024-06-22T20:46:12Z,20.6,2024-06-22T21:06:12Z,Visual Novel,Nintendo
1444,80,2024-07-19,1,Super Mario Odyssey,2024-07-19T19:21:27Z,95.2,2024-07-19T20:56:27Z,Simulator,Nintendo
1447,13,2024-05-13,1,Splatoon 3,2024-05-13T01:04:11Z,225.6,2024-05-13T04:49:11Z,Racing,Nintendo
1447,19,2024-05-19,1,Pokemon Scarlet / Violet,2024-05-19T20:24:31Z,78.2,2024-05-19T21:42:31Z,Fighting,Nintendo
1447,26,2024-05-26,1,The Legend of Zelda Tears of the Kingdom,2024-05-26T01:43:25Z,98.6,2024-05-26T03:21:25Z,"Turn-based strategy (TBS), Strategy, Visual Novel",Nintendo
1447,30,2024-05-30,1,SEGA Genesis Nintendo Switch Online,2024-05-30T14:26:01Z,170.2,2024-05-30T17:16:01Z,"MOBA, Role-playing (RPG)",Nintendo
1447,31,2024-05-31,1,Pokemon Lets Go Pikachu / Eevee,2024-05-31T08:49:36Z,28,2024-05-31T09:17:36Z,Fighting,Nintendo
1447,37,2024-06-06,1,The Legend of Zelda Breath of the Wild,2024-06-06T16:00:34Z,95.7,2024-06-06T17:35:34Z,"Visual Novel, Card & Board Game, Puzzle",Nintendo
1447,37,2024-06-06,2,Animal Crossing New Horizons,2024-06-06T22:58:33Z,13.1,2024-06-06T23:11:33Z,"Shooter, Card & Board Game",Nintendo
1447,45,2024-06-14,1,Super Nintendo Entertainment System Nintendo Switch Online,2024-06-14T01:37:03Z,10.4,2024-06-14T01:47:03Z,Turn-based strategy (TBS),Nintendo
1447,55,2024-06-24,1,RingFit Adventure,2024-06-24T01:41:09Z,4.7,2024-06-24T01:45:09Z,Card & Board Game,Nintendo
1447,67,2024-07-06,1,Fire Emblem Engage,2024-07-06T12:20:13Z,10,2024-07-06T12:30:13Z,Puzzle,Nintendo
1447,76,2024-07-15,1,Super Mario Bros Wonder,2024-07-15T17:05:48Z,31.8,2024-07-15T17:36:48Z,Role-playing (RPG),Nintendo
1447,76,2024-07-15,2,Animal Crossing New Horizons,2024-07-15T10:04:12Z,4.8,2024-07-15T10:08:12Z,"Racing, Strategy",Nintendo
1448,4,2024-05-04,1,Splatoon 3,2024-05-04T05:47:35Z,3.8,2024-05-04T05:50:35Z,Shooter,Nintendo
1448,7,2024-05-07,1,Xenoblade Chronicles Definitive Edition,2024-05-07T01:22:50Z,7,2024-05-07T01:29:50Z,"Racing, MOBA",Nintendo
1448,7,2024-05-07,2,Nintendo Entertainment System Nintendo Switch Online,2024-05-07T00:27:25Z,22.2,2024-05-07T00:49:25Z,"Sport, Shooter",Nintendo
1448,7,2024-05-07,3,The Legend of Zelda Tears of the Kingdom,2024-05-07T04:53:40Z,16.1,2024-05-07T05:09:40Z,Card & Board Game,Nintendo
1448,8,2024-05-08,1,The Legend of Zelda Tears of the Kingdom,2024-05-08T19:41:37Z,52.1,2024-05-08T20:33:37Z,Real Time Strategy (RTS),Nintendo
1448,9,2024-05-09,1,New Super Mario Bros U Deluxe,2024-05-09T03:37:45Z,104.3,2024-05-09T05:21:45Z,Hack and slash/Beat 'em up,Nintendo
1448,15,2024-05-15,1,The Legend of Zelda Breath of the Wild,2024-05-15T21:48:36Z,3.7,2024-05-15T21:51:36Z,Real Time Strategy (RTS),Nintendo
1448,16,2024-05-16,1,Mario Party Superstars,2024-05-16T13:47:43Z,25.4,2024-05-16T14:12:43Z,Turn-based strategy (TBS),Nintendo
1448,20,2024-05-20,1,Splatoon 3,2024-05-20T07:38:16Z,44.7,2024-05-20T08:22:16Z,"Music, Tactical",Nintendo
1448,22,2024-05-22,1,Pokemon Scarlet / Violet,2024-05-22T20:43:17Z,44,2024-05-22T21:27:17Z,"MOBA, Simulator, Music",Nintendo
1448,23,2024-05-23,1,Xenoblade Chronicles 3,2024-05-23T01:22:26Z,6.8,2024-05-23T01:28:26Z,Visual Novel,Nintendo
1448,26,2024-05-26,1,Nintendo Switch Sports,2024-05-26T04:45:02Z,51.6,2024-05-26T05:36:02Z,"Visual Novel, Turn-based strategy (TBS), Arcade",Nintendo
1448,29,2024-05-29,1,The Legend of Zelda Tears of the Kingdom,2024-05-29T14:00:35Z,80.5,2024-05-29T15:20:35Z,"Hack and slash/Beat 'em up, Shooter, Card & Board Game",Nintendo
1448,30,2024-05-30,1,The Legend of Zelda Tears of the Kingdom,2024-05-30T22:32:09Z,93,2024-05-31T00:05:09Z,"Arcade, Hack and slash/Beat 'em up, Strategy",Nintendo
1448,31,2024-05-31,1,Super Smash Bros Ultimate,2024-05-31T13:29:44Z,10.6,2024-05-31T13:39:44Z,Tactical,Nintendo
1448,34,2024-06-03,1,LIVE A LIVE,2024-06-03T09:19:08Z,19,2024-06-03T09:38:08Z,"Role-playing (RPG), Card & Board Game",Nintendo
1448,36,2024-06-05,1,Animal Crossing New Horizons,2024-06-05T01:36:51Z,52.7,2024-06-05T02:28:51Z,"Card & Board Game, Shooter, Puzzle",Nintendo
1448,36,2024-06-05,2,Mario Kart 8 Deluxe,2024-06-05T06:53:12Z,47.2,2024-06-05T07:40:12Z,"Music, Hack and slash/Beat 'em up",Nintendo
1448,36,2024-06-05,3,Super Smash Bros Ultimate,2024-06-05T14:01:41Z,129.3,2024-06-05T16:10:41Z,"Adventure, Turn-based strategy (TBS)",Nintendo
1448,40,2024-06-09,1,The Legend of Zelda Tears of the Kingdom,2024-06-09T13:40:51Z,17.6,2024-06-09T13:57:51Z,Turn-based strategy (TBS),Nintendo
1448,41,2024-06-10,1,RingFit Adventure,2024-06-10T00:29:26Z,61.6,2024-06-10T01:30:26Z,"Adventure, Hack and slash/Beat 'em up",Nintendo
1448,41,2024-06-10,2,TRIANGLE STRATEGY,2024-06-10T16:58:43Z,33.2,2024-06-10T17:31:43Z,MOBA,Nintendo
1448,44,2024-06-13,1,Pokemon Cafe ReMix,2024-06-13T13:45:45Z,18,2024-06-13T14:03:45Z,"Adventure, Tactical",Nintendo
1448,45,2024-06-14,1,Super Mario Bros Wonder,2024-06-14T09:16:27Z,5.2,2024-06-14T09:21:27Z,Fighting,Nintendo
1448,45,2024-06-14,2,Animal Crossing New Horizons,2024-06-14T19:02:17Z,210.4,2024-06-14T22:32:17Z,"Real Time Strategy (RTS), Strategy, Role-playing (RPG)",Nintendo
1448,46,2024-06-15,1,Pokemon Sword / Shield,2024-06-15T05:19:51Z,41.8,2024-06-15T06:00:51Z,Simulator,Nintendo
1448,48,2024-06-17,1,Pokemon Scarlet / Violet,2024-06-17T03:41:50Z,444.5,2024-06-17T11:05:50Z,"Fighting, Role-playing (RPG), Sport",Nintendo
1448,49,2024-06-18,1,Metroid Dread,2024-06-18T17:32:14Z,29.2,2024-06-18T18:01:14Z,"Shooter, Sport",Nintendo
1448,52,2024-06-21,1,Animal Crossing New Horizons,2024-06-21T01:36:20Z,259.1,2024-06-21T05:55:20Z,Real Time Strategy (RTS),Nintendo
1448,55,2024-06-24,1,Animal Crossing New Horizons,2024-06-24T04:15:19Z,27.9,2024-06-24T04:42:19Z,Adventure,Nintendo
1448,56,2024-06-25,1,Super Smash Bros Ultimate,2024-06-25T17:47:29Z,94.5,2024-06-25T19:21:29Z,"Card & Board Game, Fighting, Real Time Strategy (RTS)",Nintendo
1448,57,2024-06-26,1,Animal Crossing New Horizons,2024-06-26T00:15:25Z,60.2,2024-06-26T01:15:25Z,Hack and slash/Beat 'em up,Nintendo
1448,59,2024-06-28,1,The Legend of Zelda Skyward Sword HD,2024-06-28T06:33:59Z,61.5,2024-06-28T07:34:59Z,Role-playing (RPG),Nintendo
